tenant_id;empresa_id;item_id;codigo;item;saldo_atual;sugestao_ajuste_para_zero;ent_total;sai_total;ajuste_total;ent_os_nf;sai_os_sem_origem;sai_com_origem;qtd_os_refs;flag_dupla_saida_prob
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;734;3VA96870FK25;ACION ROT EXT EMERG 1000A 3VA9687-0FK25;-2;2;2;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;690;5SL12256MB;DISJ 2P B 25A 5SL1 225-6MB;-2;2;2;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1506;PA000728357;SEGAU - 00012_FLANGE_TUBO_1 | 1006-20 CFF # 1.90 1460.00X1460.00 (L X );-2;2;2;4;0;2;4;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;770;5SL13707MB;DISJ 3P C 70A 5SL1 370-7MB;-2;2;6;8;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;870;GA50U4007ABA;CONVERSOR FREQ TRIF GA500, 400V, 7,1/5,6A, IP20;-2;2;4;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;756;3SK21221AA10;RELE SEG 3SK2 4NA2NA2NA 24VDC PARAF;-2;2;4;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;767;3RU21160JB0;RELE DE SOBRECARGA INNOV 0,7-1A S00;-2;2;2;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;810;3RV19151BB;BARRA INTERL.P3 DISJ.S00 S0 ESPAÇ.45MM;-2;2;2;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;793;3RT20371AN20;CONTATOR AC3:65A 1NA1NF 220V 5060HZ PF;-2;2;4;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1576;10076465;MINIDISJUNTOR MDW-C 63A 3P;-2;2;10;12;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;831;6ES72141AG400XB0;CPU 1214C, DCDCDC, 14DI10DO2AI;-2;2;4;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1111;15560296;MODULO SEGURANCA CFW500-SFY2 PARA INVERSOR FREQUENCIA;-2;2;2;4;0;2;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;974;14256832;DISJUNTOR EM CAIXA MOLDADA DWP125 100A 3 POLOS;-2;2;4;10;4;0;2;4;1;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;926;6EP34343SB000AX0;SITOP PSU4200 3ACDC 24V10A;-2;2;2;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;815;3VM10102ED320AA0;DISJ 3P 100A 16KA 380V FTFM TM210 3VM10;-2;2;2;4;0;1;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1109;10194172;SOFTSTARTER  SSW07 SSW070030T5SZ;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;949;14256868;DISJUNTOR EM CAIXA MOLDADA DWP800 800A 3 POLOS;-1;1;2;5;2;0;1;2;1;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;809;3RV20111GA10;DISJUNTOR INNOV 3RV2011-1GA10 4,5-6,3A;-1;1;3;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1483;19100406;MOTORREDUTOR COROA E ROSCA SEM FIM WCG01 V40 1 HS C 63 0.25KW 4P W21 50;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;877;GA50U4023ABA;CONVERSOR FREQ TRIF GA500, 400V, 23,4/18A, IP20;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;802;3RV19151AB;BARRA INTERL.P2 DISJ.S00 S0 ESPAÇ.45MM;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;727;6ES71936AF000AA0;ET200SP: BA 2X FC, PROFINET;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1468;BQECASA40-1Z14;ENGRENAGEM S. ASA 40 Z14 - PEDIDO 2025/116598 -;-1;1;1;6;4;1;2;4;1;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;753;3RU21261KB0;RELE DE SOBRECARGA INNOV 9-12,5A S0;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;730;6ES71366DC000CA0;ET200SP: 8x FDQ 24VDC FAILSAFE;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1140;25005004237;ARRUELA LISA ZINC 5/16 9800501                            LANDO;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1141;260007011237;PORCA SEXTAV ZINC 5/16 CH1/2 9150901                      LANDO;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1205;3VM91170FK21;ACION ROT EXTERNO 3VM 3P 3VM9117-0FK21;-1;1;1;2;0;1;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;915;6ES72213BD300XB0;S7-1200: SB 1221, 4 DI 24V DC;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;907;260007010237;PORCA SEXTAV ZINC 1/4 CH7/16 9150801                      LANDO;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;811;A7B10001328579;TRANSF MONOF 200VA 4E SAÍDA 24V IP00;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;805;3RW30271BB14;SOFTSTARTER 3RW30 32A 110-230V PARAFUSO;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;794;3RV20214EA20;DISJUNTOR INNOV 3RV2021-4EA20 27-32A;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1534;333003232459;TOMADA 2P+T 10A-250V PB 13535 C/CX S/INTERR 30.71.062 TR  TASCO;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1527;15575568;INVERSOR DE FREQUENCIA CFW500 G2 CFW500B02P6T4DB20G2;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;797;3RU21261JC0;RELE DE SOBRECARGA INNOV 7-10A S0;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;749;3RV20214PA10;DISJUNTOR INNOV 3RV2021-4PA10 30-36A;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1206;3VM91130QE00;CONEXÃO TRASEIRA PLANA 3P 3VM10/3VM11;-1;1;1;2;0;1;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;914;6ES72221BD300XB0;S7-1200: SB 1222, 4 DO 24V DC;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;813;3RT20383AC20;CONTATOR AC3:80A 1NA1NF 24V 5060HZ;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;192;1FL21054AF010HB0;SERVOMOTOR CA 8NM/3000RPM ENCA;-1;1;3;6;2;0;1;2;1;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;179;6SL55101BE125AF0;S200 380-480V 3AC 2,5KW 7,8A PN;-1;1;5;8;2;0;2;2;1;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;970;14256843;DISJUNTOR EM CAIXA MOLDADA DWP400 400A 3 POLOS;-1;1;4;7;2;0;3;2;1;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1134;239011120237;PARAFUSO MAQ ZINC 5/16X 1/2 A/TRAV                        LANDO;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;912;6ES72315PA300XB0;S7-1200: SB 1231 RTD;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;807;3RT10566AF36;CONTATOR AC3:185A 2NA2NF 110-127VUC PF;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;913;6ES72324HB320XB0;S7-1200: SM 1232, 2AO;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;908;25005003237;ARRUELA LISA ZINC 1/4 9800401                             LANDO;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;177;2500110;LUMINARIA LED 600 100-240V 50HZ / 60HZ;-1;1;3;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1136;94008022246;CONECTOR CUNHA COBRE I 16-25/35MM CZ CDCR-I-CI 9606     INTELLI;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;691;5SL33407MB;DISJ 3P C 40A 5SL3 340-7MB;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;775;3RT20463AN20;CONTATOR AC3:95A 1NA1NF 220V 5060HZ;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;774;5SL12066MB;DISJ 2P B 06A 5SL1 206-6MB;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;909;239011078237;PARAFUSO MAQ ZINC 1/4X 1/2 A/TRAV 7342001                 LANDO;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;778;3RV20111GA20;DISJUNTOR INNOV 3RV2011-1GA20 4,5-6,3A;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;816;5SV43470MB;DR 3PN 80A 30MA, AC, 5SV4 347-0MB;-1;1;7;8;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1100;17540474;FONTE ALIMENTACAO PSS24-W/20A;-1;1;1;2;0;1;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;720;3VM10633ED320AA0;DISJ 3P 63A 25KA 380V FTFM TM210 3VM10;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1119;3238300;FILTRO DE SAIDA BLUE E+ 148,5 X 148,5MM RAL7035;-1;1;3;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;162;8105235;PAREDES LATERAIS 2000X500MM - RAL 7035;-1;1;2;3;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;752;3RV20214NA20;DISJUNTOR INNOV 3RV2021-4NA20 23-28A;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;737;5SV46420;DR 3PN 25A 300MA, AC, 5SV4 642-0;-1;1;3;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;879;GA50U4009ABA;CONVERSOR FREQ TRIF GA500, 400V, 8,9/7,3A, IP20;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1142;175001028246;HASTE ATERR 14,3-2400MM ALTA CAM IH-858 1986 58         INTELLI;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1102;12428110;DISJUNTOR-MOTOR AZ MPW40-3-D025 AZUL 1,6-2,5 A;-1;1;1;2;0;1;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;796;3RU21161CC0;RELE DE SOBRECARGA INNOV 1,8-2,5A S00;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;804;3RT20261AC20;CONTATOR AC3:25A 1NA1NF 24V 5060HZ PF;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;791;3RT25361AK60;CONTATOR 4P(2NA2NF) AC3:41A 120V60HZ PF;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;788;3RH21221AF00;CONTATOR AUX. 2NA2NF 110V 5060HZ PF;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;675;19095939;MOTOR ELETRICO TRIFASICO CA 7.5 HP 04 132S 220/380/440 C/ 12 TERM 50 HZ B14L(D) IP55 W22 W22 IE1 WFF2;-1;1;1;2;0;0;2;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1101;10233130;SOFTSTARTER SSW07 SSW070171T5SZ;-1;1;1;2;0;1;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;692;3RT20281BB40;CONTATOR AC3:38A 1NA+1NF 24VCC PARAFUSO;-1;1;1;2;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;672;17911783;MOTOR ELETRICO TRIFASICO CA 15 HP 04 160M 220/380/440 C/ 12 TERM 50 HZ B3L(D) IP55 W22 W22 IE1 WFF2;-1;1;1;2;0;0;2;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;687;3LD34540TK53;SECC. 3P 63A VM 3LD3454-0TK53;-1;1;1;2;0;0;0;0;0;false
