tenant_id;empresa_id;item_id;codigo;item;saldo_atual;sugestao_ajuste_para_zero;ent_total;sai_total;ajuste_total;ent_os_nf;sai_os_sem_origem;sai_com_origem;qtd_os_refs;flag_dupla_saida_prob
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;776;3RA29211BA00;CONEXAO 3RV S00S0 C 3RT S0 CC PARAFUSO;-10;10;10;20;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;822;3RT20152BB42;CONTATOR AC3:7A 1NF 24VCC;-10;10;10;20;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;721;5SL11256MB;DISJ 1P B 25A 5SL1 125-6MB;-10;10;12;22;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1078;5470;1040256| GMK-M16B CONTRA PORCA M-16X1.5 (PRETO);-10;10;61;71;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1106;12428131;DISJUNTOR-MOTOR AZ MPW40-3-U032 AZUL 25-32 A;-10;10;10;20;0;10;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;928;3RA29132AA2;JOGO MONTAGEM REVERSÃO 3RT201 MOLA;-10;10;10;20;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;823;3RT20162BB42;CONTATOR AC3:9A 1NF 24VCC;-10;10;10;20;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1589;3RT20271AK60;CONTATOR AC3:32A 1NA+1NF 120V 60HZ PF;-10;10;10;20;0;10;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;758;3RT20361AN20;CONTATOR AC3:50A 1NA1NF 220V 5060HZ PF;-9;9;9;18;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;761;3RT20271AN20;CONTATOR AC3:32A 1NA1NF 220V 5060HZ PF;-9;9;9;18;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;194;3RT20161BB42;CONTATOR AC3:9A 1NF 24VCC PARAFUSO;-9;9;24;33;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;743;5SL11027MB;DISJ 1P C 2A 5SL1 102-7MB;-9;9;15;24;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;751;3RT20282AN20;CONTATOR AC3:38A 1NA1NF 220V 5060HZ ML;-9;9;9;18;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1566;10076397;MINIDISJUNTOR MDW-C 6A 1P;-9;9;31;40;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1529;324027135246;TERMINAL ILHOS SIMP  16MM ISOL AZ LONGO TI-16-22 38953  INTELLI;-8;8;8;16;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;871;GA50U4004ABA;CONVERSOR FREQ TRIF GA500, 400V, 4,1/3,4A, IP20;-8;8;11;23;4;0;3;4;1;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;814;3RV20111DA10;DISJUNTOR MOTOR SIRIUS 3RV2 2,2-3,2A;-8;8;8;16;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1469;7533;PERFIL EM ALUMINIO 45X90 BASICO LEGP45401;-8;8;8;48;32;8;16;32;1;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;812;3RT20231AC20;CONTATOR AC3:9A 1NA1NF 24V 5060HZ;-8;8;8;16;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1528;324007018637;TERMINAL COMPRESSAO  16MM TCM-L16 PINO MAC 2COMP+LVR        TCM;-8;8;8;16;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1287;5448;1040246| WQG1-P21B/AD28.5 TERMINACAO RETA ENGATE RAPIDO PG-21 ( PRETO );-8;8;15;23;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;762;3RT20251AN20;CONTATOR AC3:17A 1NA1NF 220V 5060HZ PF;-8;8;8;16;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;874;GA50U4005ABA;CONVERSOR FREQ TRIF GA500, 400V, 5,4/4,8A, IP20;-7;7;7;14;0;1;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;863;6022880;E100-B2A22S10A ENABLING SWITCH - BUTTONS;-7;7;7;14;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1076;6696;1040289| GMK-M18B CONTRA PORCA M-18X1.5 (PRETO);-7;7;105;112;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;246;3RV20114AA10;DISJUNTOR INNOV 3RV2011-4AA10 10-16A;-7;7;34;41;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;186;3RV20111EA10;DISJUNTOR INNOV 3RV2011-1EA10 2,8-4A;-7;7;8;15;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1124;6026216;VT12T-2P430 P. PROX. SENS. ENERG.;-7;7;7;14;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1505;PA000728356;SEGAU - 00011_TUBO - DUAS PARTES | 1006-20 CFF # 1.90 1233.30X2289.08 (L C X );-6;6;6;12;0;6;12;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1602;10076391;MINIDISJUNTOR MDW-C 4A 2P;-6;6;6;12;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1551;10076441;MINIDISJUNTOR MDW-C 32A 3P;-6;6;14;20;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;725;A7B10001315425;SECC. 3P 25A FRONTAL MAN. VER. 5TW3025-3;-6;6;6;12;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;878;GA50U4031ABA;CONVERSOR FREQ TRIF GA500, 400V, 31,0/24A, IP20;-6;6;8;14;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;808;3RT20181AB01;CONTATOR AC3:16A 1NA 24V 5060HZ PARAF;-6;6;6;12;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;768;A7B10000050523;SECC. 3P 50A FRONTAL 5TW3050-1;-6;6;6;12;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1549;3SX56012GA10;CABO 8 PINOS, 10M COMPRIMENTO PARA 3SE63;-6;6;22;28;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;765;3RV20111EA20;DISJUNTOR INNOV 3RV2011-1EA20 2,8-4A;-6;6;6;12;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;677;17633447;MOTOR ELETRICO TRIFASICO CA 7.5 HP 04 132S 220/380/440 C/ 12 TERM 50 HZ B3L(D) IP55 W22 W22 IE1 WFF2;-6;6;6;12;0;0;12;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;759;3RH21221AN20;CONTATOR AUX. 2NA2NF 220V 5060HZ PARAF;-6;6;6;12;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;906;112003262263;CURVA HORIZ  100X050MM 90 R150 PERF S/V #22 PZ JCH9PU100X5  JEA;-6;6;6;12;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;245;3RH21311AN20;CONTATOR AUX. 3NA1NF 220V 5060HZ PARAF;-6;6;10;16;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;742;3RV20111HA10;DISJUNTOR INNOV 3RV2011-1HA10 5,5-8A;-6;6;6;12;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1526;10194175;SOFTSTARTER  SSW07 SSW070085T5SZ;-6;6;12;30;12;0;6;12;1;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;789;3RA29232AA1;JOGO MONTAGEM REVERSÃO 3RT202 PARAF;-6;6;14;20;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;828;3SU11020AB501BA0;BOTAO PLA ILU 24V MOM PARA 1NA AZ;-5;5;5;10;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1105;12428129;DISJUNTOR-MOTOR AZ MPW40-3-U020 AZUL 16-20 A;-5;5;5;10;0;5;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1139;324027133246;TERMINAL ILHOS SIMP  16MM TI-16-18 ISOL AZ (TI-16) 315  INTELLI;-5;5;5;10;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1603;10076417;MINIDISJUNTOR MDW-C 16A 3P;-5;5;19;24;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1590;3RT20361AK60;CONTATOR AC3:50A 1NA+1NF 120V 60HZ PARAF;-5;5;10;15;0;10;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;777;3RT20261AN10;CONTATOR AC3:25A 1NA1NF 220V 60HZ PF;-5;5;5;10;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;829;3SU11020AB401BA0;BOTAO PLA ILU 24V MOM PARA 1NA VD;-5;5;5;10;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;923;6EP33333SB000AX0;SITOP PSU4200 1ACDC 24V5A;-5;5;5;10;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;922;6EP33323SB000AX0;SITOP PSU4200 1ACDC 24V3A;-5;5;5;10;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;786;3SB78120AA100BA0;BOTOEIRA PLA P 2 BOTAO DE COMANDO IP65;-5;5;5;10;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1114;18840981;CHAVE SECCIONADORA MSW040F-3P00-3R;-5;5;9;20;6;6;4;6;2;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;827;3SU11020AB301BA0;BOTAO PLA ILU 24V MOM PARA 1NA AM;-5;5;13;18;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;927;3RA29132AA1;JOGO MONTAGEM REVERSÃO 3RT201 PARAF;-5;5;15;20;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;785;3SB68110AA200BA0;BOTOEIRA PLA EMERG 1 PTO DE COMANDO IP65;-5;5;5;10;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;918;5ST37400MB;BARRAMENTO 63A 3P 1014MM 5ST3740-0MB;-4;4;4;8;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1113;17180936;CHAVE FIM DE CURSO LSW LSW-MCF20-M11;-4;4;4;8;0;4;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;817;3VT91003HC10;ACOPL ACION ROT ESQUERDO 3VT9100-3HC10;-4;4;4;8;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;252;3RV20111AA10;DISJUNTOR MOTOR SIRIUS 3RV2 1,1-1,6A;-4;4;5;9;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;795;3RT20182AN22;CONTATOR AC3:16A 1NF 220V 5060HZ MOLA;-4;4;4;8;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1508;PA000728359;SEGAU - 00014_TUBO_MENOR_1 - DUAS PARTES | 1006-20 CFQ # 2.00 142.00X1981.20 (L C X );-4;4;4;8;0;4;8;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;826;3RT20182BB42;CONTATOR AC3:16A 1NF 24VCC;-4;4;4;8;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;917;5ST2504;BLOCO DISTRIBUIÇÃO 1P 80A 690V 5ST2 504;-4;4;20;24;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;746;5SL13807MB;DISJ 3P C 80A 5SL1 380-7MB;-4;4;4;8;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;755;5SL13207MB;DISJ 3P C 20A 5SL1 320-7MB;-4;4;15;23;4;0;3;4;1;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;982;276001019028;QUADRO COMANDO  500X400X200MM CMF-11 C/FLANGE             OPCAO;-4;4;4;8;0;4;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1122;1045000;ARMARIO COMPACTO AX 400X500X210MM RAL 7035;-4;4;27;35;4;0;3;4;1;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;703;57029074443;CAIXA PASSAG ALUM 400X400X200MM CPS/40 TPA REV         STAMPLAC;-4;4;4;8;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;183;3RT20171BB42;CONTATOR AC3:12A 1NF 24VCC PARAFUSO;-4;4;9;13;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;488;61010008138;CANALETA REC ABERTO  30X 80MM 2MT (BXA) CZ 105078     DUTOPLAST;-4;4;4;8;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;919;5ST37683;BORNE TERM 80A/690VCA - CONEX. CENTRAL;-4;4;36;40;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;719;5SL13407MB;DISJ 3P C 40A 5SL1 340-7MB;-4;4;20;24;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;740;3RT20351AN20;CONTATOR AC3:40A 1NA1NF 220V 5060HZ PF;-4;4;4;8;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;834;3SU10011HB200AA0;FRONTAL BOTAO EMER 40MM PLAS ILU ROT DES;-4;4;5;9;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;972;14256839;DISJUNTOR EM CAIXA MOLDADA DWP250 250A 3 POLOS;-4;4;8;20;8;0;4;8;1;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1112;17180911;CHAVE FIM DE CURSO LSW LSW-MCF11-P11;-4;4;4;8;0;4;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;803;A7B10001328580;TRANSF MONOF 300VA 4E SAÍDA 24V IP00;-3;3;3;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;243;3RV20111CA20;DISJUNTOR MOTOR SIRIUS 3RV2 1,8-2,5A;-3;3;7;10;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;346;3SE50000AV07;ATUADOR RADIAL PARA APLICACOES PESADAS;-3;3;3;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;818;A7B10000046692;CONTATOR 3RT10 45-1AN20 220V50-60HZ;-3;3;3;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;880;GA50U4038ABA;CONVERSOR FREQ TRIF GA500, 400V, 38,0/31A, IP20;-3;3;3;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;754;3RT20152AN22;CONTATOR AC3:7A 1NF 220V 5060HZ MOLA;-3;3;3;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1310;16890;1100083| RV2-4S TERMINAL OLHAL C/ ISOLACAO AZUL M4 PCT C/ 100PCS (1.5-2.5MM);-3;3;3;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;739;3RT20451AN20;CONTATOR AC3:80A 1NA1NF 220V 5060HZ PF;-3;3;3;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;733;3VM12165MH320AA0;DISJ 3P 160A 55KA 380V TM120M AM 3VM12;-3;3;3;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;772;3RT20353AK60;CONTATOR AC3:40A 1NA1NF 120V 60HZ MOLA;-3;3;3;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1121;2500460;CHAVE DE POSICION.P/ ILUMINACAO LED C/CABO 800MM;-3;3;3;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;694;5ST2502;BLOCO DISTRIBUIÇÃO 4P 125A 690V 5ST2 502;-3;3;11;14;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1435;16280337;IHM CMT2078X 7" 800X480;-3;3;10;19;6;0;7;6;2;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;731;6ES71346HD010BA1;ET200SP: 4x AI UI 2-FIOS ST;-3;3;3;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;771;3RV20314UA10;DISJUNTOR MOTOR INNOV 3RV2031-4UA10 32-4;-3;3;3;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;686;3UG56161CR20;RELE MONITORAMENTO 90-690V 3UG56161CR20;-3;3;3;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;674;18254159;MOTOR ELETRICO TRIFASICO CA 10 HP 04 132M 220/380/440 C/ 12 TERM 50 HZ B3L(D) IP55 W22 W22 IE1 WFF2;-2;2;2;4;0;0;4;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;766;3RU21264AB0;RELE DE SOBRECARGA INNOV 11-16A S0;-2;2;2;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1531;324007115306;TERMINAL COMPRESSAO  16MM 1F-1C M08 CB FLEX 630652       MAGNET;-2;2;2;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;897;12381180;RELE SEGURANCA MONITOR VELOCIDADE ZERO SZS-W/22;-2;2;2;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;688;5SL13507MB;DISJ 3P C 50A 5SL1 350-7MB;-2;2;10;12;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;872;GA50U4012ABA;CONVERSOR FREQ TRIF GA500, 400V, 11,9/9,2A, IP20;-2;2;2;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1110;13108206;FONTE ALIMENTACAO PSS24-W/5A;-2;2;2;4;0;2;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;760;3RT20281AN20;CONTATOR AC3:38A 1NA1NF 220V 5060HZ PF;-2;2;2;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;783;3RV29174B;EXP. BARRAMENTO INFEED P 3 DISJUNTORES;-2;2;4;6;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;925;6EP33363SB000AX0;SITOP PSU4200 1ACDC24V20A;-2;2;2;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;676;19095938;MOTOR ELETRICO TRIFASICO CA 7.5 HP 04 132S 220/380/440 C/ 12 TERM 50 HZ B5L(D) IP55 W22 W22 IE1 WFF2;-2;2;2;4;0;0;4;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;896;GA50U2010ABA;CONVERSOR FREQ TRIF GA500, 220V, 9,6/8,0A, IP20;-2;2;2;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;684;15362730;DISPOSITIVO DE CONECTIVIDADE SWITCH WCD-SWU-5-Tx;-2;2;2;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;258;3RV20111BA10;DISJUNTOR MOTOR SIRIUS 3RV2 1,4-2A;-2;2;6;8;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;678;17902102;MOTOR ELETRICO TRIFASICO CA 5.5 HP 04 112M 220/380/440 C/ 12 TERM 50 HZ B3L(D) IP55 W22 W22 IE1 WFF2;-2;2;2;4;0;0;4;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;773;3RT20261AK60;CONTATOR AC3:25A 1NA1NF 120V 60HZ PF;-2;2;2;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;673;19095941;MOTOR ELETRICO TRIFASICO CA 30 HP 02 180M 220/380/440 C/ 12 TERM 50 HZ B3L(D) IP55 W22 W22 IE1 WFF2;-2;2;2;4;0;0;4;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;787;3RT20351AG20;CONTATOR AC3:40A 1NA1NF 110V 5060HZ PF;-2;2;2;4;0;0;0;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;1507;PA000728358;SEGAU - 00013_FLANGE_TUBO_2 | A36BQ # 8.00 1359.95X1359.95 (L X );-2;2;2;4;0;2;4;0;0;false
3ced7cfa-efbb-4f0f-addc-2028f60d1ca7;f0e74f49-a127-46b4-901b-f7b37e43c690;748;3RT19564G;BLOCO TERMINAIS DE LIGAÇÃO S6 ATÉ 120MM2;-2;2;2;4;0;0;0;0;0;false
